location,longitude,latitude,NDVI_Landsat_mean,NDVI_Landsat_std,NDVI_texture,NIR,Red,SWOIR1,SWOIR2,TPI,aspect,brightness,current_NDVI,elevation,slope
namibia,16.01696151585107,-24.94621543999911,0.06902465224266052,0.011791578085814885,0.0072715209823042675,4139.333333333333,3490.5555555555557,5199.466666666667,4824.5,0,185.2513885498047,3814.9444444444443,0.08503109216690063,970,0.3492707908153534
namibia,16.034927821533458,-24.94621543999911,0.07203465700149536,0.019019497515885705,0.0070807620681358876,3451.5,2868.0,4512.166666666666,4011.2,0,202.3376922607422,3159.75,0.09233325719833374,977,0.7990037202835083
namibia,16.05289412721585,-24.94621543999911,0.07218529284000397,0.019014744923654302,0.008094774384668154,3648.125,3067.3333333333335,4651.2,4186.5,0,236.7129669189453,3357.729166666667,0.08648578077554703,989,0.5544911623001099
namibia,16.07086043289824,-24.94621543999911,0.0700378268957138,0.02608183849799067,0.009377579143831678,3883.5,3370.8333333333335,4503.571428571428,4200.666666666667,0,257.6870422363281,3627.166666666667,0.07067040354013443,1006,0.8833785653114319
namibia,15.909163681756727,-24.928249134316722,0.06868406385183334,0.005092994384449355,0.013275827824725311,3904.6666666666665,3249.8,4846.0,4618.333333333333,0,49.94116973876953,3577.2333333333336,0.09153256565332413,985,1.148268222808838
namibia,15.927129987439116,-24.928249134316722,0.07077304273843765,0.005987451368780975,0.010861007066316876,4148.0,3433.3333333333335,5245.25,5017.333333333333,0,28.571928024291992,3790.666666666667,0.0942666232585907,962,1.3363921642303467
namibia,15.945096293121507,-24.928249134316722,0.06540973484516144,0.007271190683240289,0.009727352613169557,4109.5,3445.5,5220.5,4948.0,0,0.0,3777.5,0.08788881450891495,945,1.1157464981079102
namibia,15.963062598803898,-24.928249134316722,0.06562747061252594,0.007543083996393589,0.008082957269718524,3912.6666666666665,3313.8,4934.0,4710.0,0,320.4063720703125,3613.2333333333336,0.08287129551172256,962,0.752219557762146
namibia,15.981028904486289,-24.928249134316722,0.06840786337852478,0.0072098674712486,0.007972587624438417,4031.0,3341.5,4947.0,4685.5,0,220.0373992919922,3686.25,0.09352322667837143,975,0.39748990535736084
namibia,15.998995210168678,-24.928249134316722,0.0662471279501915,0.0083125369753655,0.00755594974724696,3652.3333333333335,3058.25,4635.375,4279.0,0,216.93931579589844,3355.291666666667,0.0885293111205101,978,0.398887574672699
namibia,16.01696151585107,-24.928249134316722,0.06670700758695602,0.013286554782838085,0.00773519224366463,3525.5,2950.75,4476.666666666667,4111.5,0,230.02481079101562,3238.125,0.08874734491109848,990,1.1051687002182007
namibia,16.034927821533458,-24.928249134316722,0.06853261590003967,0.015319848604466805,0.008397250714217437,3573.0,3003.25,4546.5,4160.0,0,201.85130310058594,3288.125,0.08663751929998398,1031,1.0304033756256104
namibia,16.05289412721585,-24.928249134316722,0.07293638586997986,0.020371500555619208,0.009217928937864769,3567.1,2982.3,4591.25,4076.25,0,172.3863983154297,3274.7,0.08929061889648438,1014,0.9648909568786621
namibia,16.07086043289824,-24.928249134316722,0.0686749815940857,0.021927070987105123,0.009280292423176727,3547.5,2999.0,4602.0,4107.0,0,223.84532165527344,3273.25,0.08378522843122482,1023,1.2456318140029907
namibia,15.909163681756727,-24.910282828634333,0.06835225224494934,0.006051708788962797,0.016207366072900055,3871.0,3233.2,4764.0,4549.0,0,66.20325469970703,3552.1,0.0897778794169426,964,1.90287184715271
namibia,15.927129987439116,-24.910282828634333,0.06202447786927223,0.0073063507072240715,0.01391813784096369,3529.5,2944.0,4199.0,3983.0,0,39.589561462402344,3236.75,0.09044566005468369,930,0.9025877714157104
namibia,15.945096293121507,-24.910282828634333,0.05387146398425102,0.0058184953103879635,0.01189150663081841,3493.5,2995.0,4099.0,3907.0,0,293.6451721191406,3244.25,0.076828233897686,928,0.5058534145355225
namibia,15.963062598803898,-24.910282828634333,0.056631337851285934,0.006609418493090801,0.008915500036627432,3770.5,3245.0,4546.0,4298.0,0,273.94036865234375,3507.75,0.07490556687116623,959,1.265143871307373
namibia,15.981028904486289,-24.910282828634333,0.06279665976762772,0.005707166010670828,0.008796838382468286,3826.0,3225.5,4649.0,4389.0,0,250.3026885986328,3525.75,0.08515918254852295,1007,0.6449214816093445
namibia,15.998995210168678,-24.910282828634333,0.0634327232837677,0.00798469464782555,0.00848898591777628,3653.4,3095.0,4522.5,4203.75,0,197.88583374023438,3374.2,0.08274553716182709,997,0.6243236660957336
namibia,16.01696151585107,-24.910282828634333,0.06462680548429489,0.010359087234437835,0.008270829095785,3638.833333333333,3059.6666666666665,4521.0,4177.5,0,222.68197631835938,3349.25,0.08646214008331299,1019,1.0841208696365356
