location,longitude,latitude,NDVI_Landsat_mean,NDVI_Landsat_std,NDVI_texture,NIR,Red,SWOIR1,SWOIR2,TPI,aspect,brightness,current_NDVI,elevation,slope,pca_feature_1,pca_feature_2,pca_feature_3,pca_feature_4,pca_feature_5
namibia,15.909163681756729,-24.94621543999911,0.0737383738160133,0.0066293786815563,0.0107956623173453,4090.0,3387.0,5179.8,4822.0,0,17.335874557495117,3738.5,0.094021663069725,1015,0.8045762777328491,3.553810494207842,-1.0189742080958126,-1.5658740011553354,-0.29240149781121816,0.7218858106790815
namibia,15.927129987439116,-24.94621543999911,0.0746579244732856,0.0071680936282442,0.0088298889305929,4233.75,3498.0,5323.0,4976.0,0,5.208227634429932,3865.875,0.0951595678925514,1011,1.7602533102035522,4.026761884780691,-1.2603349818093088,-1.5027775399939893,0.6575064277778394,0.606203701069055
namibia,15.945096293121509,-24.94621543999911,0.0742581039667129,0.0070645719556023,0.0083294057370541,4190.0,3453.3333333333335,5365.0,5020.0,0,5.76915979385376,3821.666666666667,0.0963802859187126,1005,1.9074177742004397,4.008952925486299,-1.3120125103662776,-1.472531008752207,0.8067812754198294,0.5761094525062114
namibia,15.963062598803898,-24.94621543999911,0.0759526565670967,0.0068986931012443,0.00809231409898,4192.0,3461.0,5388.0,5071.0,0,12.567682266235352,3826.5,0.095518097281456,999,1.3954176902770996,3.968493626331333,-1.0908618486154058,-1.4786206271505744,0.2846576854256309,0.6700390478522347
namibia,15.981028904486289,-24.94621543999911,0.0736611932516098,0.0081605295077169,0.0079577039142943,4089.0,3378.25,5263.0,4906.0,0,34.16596221923828,3733.625,0.0951822996139526,986,0.6830471754074097,3.587915328457717,-0.8949897586419099,-1.4053061092211305,-0.4287236269572206,0.6970756284493805
namibia,15.998995210168678,-24.94621543999911,0.0692412555217742,0.0097559929714494,0.0074131372707575,3653.8333333333335,3003.8,4788.666666666667,4446.452380952381,0,108.778076171875,3328.8166666666666,0.0976372957229614,975,0.2701170742511749,2.481767531288293,-1.1048488594319092,-0.8884657921359609,-0.8586394857182309,0.5321244961757637
namibia,16.01696151585107,-24.94621543999911,0.0690246522426605,0.0117915780858148,0.0072715209823042,4139.333333333333,3490.5555555555557,5199.466666666667,4824.5,0,185.2513885498047,3814.944444444444,0.0850310921669006,970,0.3492707908153534,3.549835331856609,-0.9973689479910689,-0.22363055576729457,-1.0989049286351802,0.595438516645297
namibia,16.034927821533458,-24.94621543999911,0.0720346570014953,0.0190194975158857,0.0070807620681358,3451.5,2868.0,4512.166666666666,4011.2,0,202.3376922607422,3159.75,0.0923332571983337,977,0.7990037202835083,1.9766801430734489,-1.3685103033869528,0.006784147516616001,-0.3489962834001844,0.028661581276542482
namibia,16.05289412721585,-24.94621543999911,0.0721852928400039,0.0190147449236543,0.0080947743846681,3648.125,3067.3333333333335,4651.2,4186.5,0,236.7129669189453,3357.729166666667,0.086485780775547,989,0.5544911623001099,2.3687310176581944,-1.264894835382148,0.24935531168295724,-0.7409515906867783,0.13631164736158047
namibia,16.07086043289824,-24.94621543999911,0.0700378268957138,0.0260818384979906,0.0093775791438316,3883.5,3370.8333333333335,4503.571428571428,4200.666666666667,0,257.6870422363281,3627.166666666667,0.0706704035401344,1006,0.8833785653114319,2.8230590144138867,-1.3132040308855124,0.4782012731929022,-0.5071953178081058,-0.1526346713223107
namibia,15.909163681756729,-24.92824913431672,0.0686840638518333,0.0050929943844493,0.0132758278247253,3904.6666666666665,3249.8,4846.0,4618.333333333333,0,49.94116973876953,3577.2333333333336,0.0915325656533241,985,1.148268222808838,3.100665137831834,-1.40428536180813,-1.3222539697408127,-0.03591450581266438,0.564789389180566
namibia,15.927129987439116,-24.92824913431672,0.0707730427384376,0.0059874513687809,0.0108610070663168,4148.0,3433.3333333333335,5245.25,5017.333333333333,0,28.571928024291992,3790.666666666667,0.0942666232585907,962,1.336392164230347,3.7820874659776527,-1.1686925116972848,-1.4022670096466214,0.1460435301176449,0.6447509099173769
